Sexo;Sector del nivel de formación alcanzado;Edad;Periodo;Total
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;Total;2017;316,1
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;Total;2016;292,9
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 16 a 24 años;2022;13,7
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 16 a 24 años;2021;15,5
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 16 a 24 años;2020;13,7
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 16 a 24 años;2019;13
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 16 a 24 años;2018;17,1
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 16 a 24 años;2017;15
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 16 a 24 años;2016;20,5
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 25 a 34 años;2022;81,1
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 25 a 34 años;2021;59
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 25 a 34 años;2020;94,2
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 25 a 34 años;2019;80,2
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 25 a 34 años;2018;72,5
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 25 a 34 años;2017;85,2
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 25 a 34 años;2016;75
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 35 a 44 años;2022;96,8
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 35 a 44 años;2021;97,5
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 35 a 44 años;2020;98,4
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 35 a 44 años;2019;112,7
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 35 a 44 años;2018;97,3
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 35 a 44 años;2017;113,8
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 35 a 44 años;2016;102,5
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 45 a 54 años;2022;97,2
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 45 a 54 años;2021;86,1
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 45 a 54 años;2020;90,4
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 45 a 54 años;2019;82,7
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 45 a 54 años;2018;69
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 45 a 54 años;2017;48,2
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 45 a 54 años;2016;59,9
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;55 y más años;2022;77
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;55 y más años;2021;78,1
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;55 y más años;2020;62,2
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;55 y más años;2019;64,3
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;55 y más años;2018;43,8
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;55 y más años;2017;54
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;55 y más años;2016;35
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;Total;2022;84,5
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;Total;2021;101,5
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;Total;2020;96,9
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;Total;2019;83,6
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;Total;2018;65,3
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;Total;2017;60,5
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;Total;2016;74,9
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 16 a 24 años;2022;3,4
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 16 a 24 años;2021;6,9
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 16 a 24 años;2020;6,6
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 16 a 24 años;2019;6,3
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 16 a 24 años;2018;4
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 16 a 24 años;2017;4,9
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 16 a 24 años;2016;5
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 25 a 34 años;2022;19,4
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 25 a 34 años;2021;19,6
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 25 a 34 años;2020;18,9
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 25 a 34 años;2019;29,8
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 25 a 34 años;2018;13,5
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 25 a 34 años;2017;15,7
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 25 a 34 años;2016;21,8
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 35 a 44 años;2022;21
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 35 a 44 años;2021;24,9
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 35 a 44 años;2020;34,3
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 35 a 44 años;2019;20,5
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 35 a 44 años;2018;27,4
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 35 a 44 años;2017;23,9
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 35 a 44 años;2016;31,3
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 45 a 54 años;2022;22,4
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 45 a 54 años;2021;36,7
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 45 a 54 años;2020;20,4
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 45 a 54 años;2019;17,7
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 45 a 54 años;2018;11,6
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 45 a 54 años;2017;13,1
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 45 a 54 años;2016;11,7
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;55 y más años;2022;18,2
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;55 y más años;2021;13,4
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;55 y más años;2020;16,6
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;55 y más años;2019;9,3
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;55 y más años;2018;8,7
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;55 y más años;2017;2,9
Mujeres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;55 y más años;2016;5
Mujeres;09 Salud y servicios sociales;Total;2022;1.858,4
Mujeres;09 Salud y servicios sociales;Total;2021;1.869,7
Mujeres;09 Salud y servicios sociales;Total;2020;1.805,9
Mujeres;09 Salud y servicios sociales;Total;2019;1.707,8
Mujeres;09 Salud y servicios sociales;Total;2018;1.574,3
Mujeres;09 Salud y servicios sociales;Total;2017;1.540,3
Mujeres;09 Salud y servicios sociales;Total;2016;1.498,5
Mujeres;09 Salud y servicios sociales;De 16 a 24 años;2022;148,1
Mujeres;09 Salud y servicios sociales;De 16 a 24 años;2021;147,4
Mujeres;09 Salud y servicios sociales;De 16 a 24 años;2020;125,4
Mujeres;09 Salud y servicios sociales;De 16 a 24 años;2019;116,1
Mujeres;09 Salud y servicios sociales;De 16 a 24 años;2018;105,3
Mujeres;09 Salud y servicios sociales;De 16 a 24 años;2017;111
Mujeres;09 Salud y servicios sociales;De 16 a 24 años;2016;114,5
Mujeres;09 Salud y servicios sociales;De 25 a 34 años;2022;398,1
Mujeres;09 Salud y servicios sociales;De 25 a 34 años;2021;363,2
Mujeres;09 Salud y servicios sociales;De 25 a 34 años;2020;394,4
Mujeres;09 Salud y servicios sociales;De 25 a 34 años;2019;390,4
Mujeres;09 Salud y servicios sociales;De 25 a 34 años;2018;320,7
Mujeres;09 Salud y servicios sociales;De 25 a 34 años;2017;349,6
Mujeres;09 Salud y servicios sociales;De 25 a 34 años;2016;356,3
Mujeres;09 Salud y servicios sociales;De 35 a 44 años;2022;399,4
Mujeres;09 Salud y servicios sociales;De 35 a 44 años;2021;449,3
Mujeres;09 Salud y servicios sociales;De 35 a 44 años;2020;437,1
Mujeres;09 Salud y servicios sociales;De 35 a 44 años;2019;406,1
Mujeres;09 Salud y servicios sociales;De 35 a 44 años;2018;397,6
Mujeres;09 Salud y servicios sociales;De 35 a 44 años;2017;369
Mujeres;09 Salud y servicios sociales;De 35 a 44 años;2016;370,9
Mujeres;09 Salud y servicios sociales;De 45 a 54 años;2022;344,2
Mujeres;09 Salud y servicios sociales;De 45 a 54 años;2021;383,9
Mujeres;09 Salud y servicios sociales;De 45 a 54 años;2020;347,8
Mujeres;09 Salud y servicios sociales;De 45 a 54 años;2019;354,1
Mujeres;09 Salud y servicios sociales;De 45 a 54 años;2018;333,5
Mujeres;09 Salud y servicios sociales;De 45 a 54 años;2017;324,3
Mujeres;09 Salud y servicios sociales;De 45 a 54 años;2016;308,8
Mujeres;09 Salud y servicios sociales;55 y más años;2022;568,4
Mujeres;09 Salud y servicios sociales;55 y más años;2021;526
Mujeres;09 Salud y servicios sociales;55 y más años;2020;501,1
Mujeres;09 Salud y servicios sociales;55 y más años;2019;441
Mujeres;09 Salud y servicios sociales;55 y más años;2018;417,3
Mujeres;09 Salud y servicios sociales;55 y más años;2017;386,3
Mujeres;09 Salud y servicios sociales;55 y más años;2016;348
Mujeres;10 Servicios;Total;2022;762,5
Mujeres;10 Servicios;Total;2021;709,4
Mujeres;10 Servicios;Total;2020;708,9
Mujeres;10 Servicios;Total;2019;687,9
Mujeres;10 Servicios;Total;2018;644,5
Mujeres;10 Servicios;Total;2017;618,9
Mujeres;10 Servicios;Total;2016;641,6
Mujeres;10 Servicios;De 16 a 24 años;2022;66,2
Mujeres;10 Servicios;De 16 a 24 años;2021;69,7
Mujeres;10 Servicios;De 16 a 24 años;2020;64,9
Mujeres;10 Servicios;De 16 a 24 años;2019;67,2
Mujeres;10 Servicios;De 16 a 24 años;2018;58,3
Mujeres;10 Servicios;De 16 a 24 años;2017;77,5
Mujeres;10 Servicios;De 16 a 24 años;2016;63,6
Mujeres;10 Servicios;De 25 a 34 años;2022;208,7
Mujeres;10 Servicios;De 25 a 34 años;2021;181,5
Mujeres;10 Servicios;De 25 a 34 años;2020;193,1
Mujeres;10 Servicios;De 25 a 34 años;2019;170,7
Mujeres;10 Servicios;De 25 a 34 años;2018;179,8
Mujeres;10 Servicios;De 25 a 34 años;2017;156,2
Mujeres;10 Servicios;De 25 a 34 años;2016;176,9
Mujeres;10 Servicios;De 35 a 44 años;2022;198
Mujeres;10 Servicios;De 35 a 44 años;2021;184,6
Mujeres;10 Servicios;De 35 a 44 años;2020;195
Mujeres;10 Servicios;De 35 a 44 años;2019;187,9
Mujeres;10 Servicios;De 35 a 44 años;2018;193,6
Mujeres;10 Servicios;De 35 a 44 años;2017;181,8
Mujeres;10 Servicios;De 35 a 44 años;2016;198,9
Mujeres;10 Servicios;De 45 a 54 años;2022;170,4
Mujeres;10 Servicios;De 45 a 54 años;2021;171,9
Mujeres;10 Servicios;De 45 a 54 años;2020;158,3
Mujeres;10 Servicios;De 45 a 54 años;2019;167,7
Mujeres;10 Servicios;De 45 a 54 años;2018;133,1
Mujeres;10 Servicios;De 45 a 54 años;2017;135
Mujeres;10 Servicios;De 45 a 54 años;2016;128,7
Mujeres;10 Servicios;55 y más años;2022;119,1
Mujeres;10 Servicios;55 y más años;2021;101,6
Mujeres;10 Servicios;55 y más años;2020;97,6
Mujeres;10 Servicios;55 y más años;2019;94,4
Mujeres;10 Servicios;55 y más años;2018;79,7
Mujeres;10 Servicios;55 y más años;2017;68,3
Mujeres;10 Servicios;55 y más años;2016;73,4
Mujeres;99 Sectores desconocidos o no especificados;Total;2022;485,8
Mujeres;99 Sectores desconocidos o no especificados;Total;2021;445,6
Mujeres;99 Sectores desconocidos o no especificados;Total;2020;464,6
Mujeres;99 Sectores desconocidos o no especificados;Total;2019;500,6
Mujeres;99 Sectores desconocidos o no especificados;Total;2018;572,7
Mujeres;99 Sectores desconocidos o no especificados;Total;2017;580,8
Mujeres;99 Sectores desconocidos o no especificados;Total;2016;671,9
Mujeres;99 Sectores desconocidos o no especificados;De 16 a 24 años;2022;12
Mujeres;99 Sectores desconocidos o no especificados;De 16 a 24 años;2021;10,2
Mujeres;99 Sectores desconocidos o no especificados;De 16 a 24 años;2020;6,1
Mujeres;99 Sectores desconocidos o no especificados;De 16 a 24 años;2019;12
Mujeres;99 Sectores desconocidos o no especificados;De 16 a 24 años;2018;17,9
Mujeres;99 Sectores desconocidos o no especificados;De 16 a 24 años;2017;15,7
Mujeres;99 Sectores desconocidos o no especificados;De 16 a 24 años;2016;14,2
Mujeres;99 Sectores desconocidos o no especificados;De 25 a 34 años;2022;26,1
Mujeres;99 Sectores desconocidos o no especificados;De 25 a 34 años;2021;15,6
Mujeres;99 Sectores desconocidos o no especificados;De 25 a 34 años;2020;19,7
Mujeres;99 Sectores desconocidos o no especificados;De 25 a 34 años;2019;26,3
Mujeres;99 Sectores desconocidos o no especificados;De 25 a 34 años;2018;24
Mujeres;99 Sectores desconocidos o no especificados;De 25 a 34 años;2017;30,6
Mujeres;99 Sectores desconocidos o no especificados;De 25 a 34 años;2016;52,4
Mujeres;99 Sectores desconocidos o no especificados;De 35 a 44 años;2022;53,6
Mujeres;99 Sectores desconocidos o no especificados;De 35 a 44 años;2021;33,3
Mujeres;99 Sectores desconocidos o no especificados;De 35 a 44 años;2020;54,4
Mujeres;99 Sectores desconocidos o no especificados;De 35 a 44 años;2019;27,9
Mujeres;99 Sectores desconocidos o no especificados;De 35 a 44 años;2018;44,1
Mujeres;99 Sectores desconocidos o no especificados;De 35 a 44 años;2017;39,6
Mujeres;99 Sectores desconocidos o no especificados;De 35 a 44 años;2016;66,2
Mujeres;99 Sectores desconocidos o no especificados;De 45 a 54 años;2022;44,7
Mujeres;99 Sectores desconocidos o no especificados;De 45 a 54 años;2021;50,2
Mujeres;99 Sectores desconocidos o no especificados;De 45 a 54 años;2020;35,4
Mujeres;99 Sectores desconocidos o no especificados;De 45 a 54 años;2019;43,9
Mujeres;99 Sectores desconocidos o no especificados;De 45 a 54 años;2018;44,3
Mujeres;99 Sectores desconocidos o no especificados;De 45 a 54 años;2017;41,8
Mujeres;99 Sectores desconocidos o no especificados;De 45 a 54 años;2016;56,1
Mujeres;99 Sectores desconocidos o no especificados;55 y más años;2022;349,4
Mujeres;99 Sectores desconocidos o no especificados;55 y más años;2021;336,4
Mujeres;99 Sectores desconocidos o no especificados;55 y más años;2020;349,1
Mujeres;99 Sectores desconocidos o no especificados;55 y más años;2019;390,4
Mujeres;99 Sectores desconocidos o no especificados;55 y más años;2018;442,4
Mujeres;99 Sectores desconocidos o no especificados;55 y más años;2017;453,2
Mujeres;99 Sectores desconocidos o no especificados;55 y más años;2016;483
