Sexo;Comunidades y Ciudades Autónomas;Rama de actividad - CNAE 2009;Periodo;Total
Ambos sexos;01 Andalucía;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2011;39,6
Ambos sexos;01 Andalucía;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2010;32,5
Ambos sexos;01 Andalucía;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2009;32,9
Ambos sexos;01 Andalucía;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2008;31,5
Ambos sexos;01 Andalucía;C Industria manufacturera ( C );2023;250,3
Ambos sexos;01 Andalucía;C Industria manufacturera ( C );2022;245,2
Ambos sexos;01 Andalucía;C Industria manufacturera ( C );2021;244,5
Ambos sexos;01 Andalucía;C Industria manufacturera ( C );2020;254,6
Ambos sexos;01 Andalucía;C Industria manufacturera ( C );2019;253,8
Ambos sexos;01 Andalucía;C Industria manufacturera ( C );2018;242,8
Ambos sexos;01 Andalucía;C Industria manufacturera ( C );2017;225,3
Ambos sexos;01 Andalucía;C Industria manufacturera ( C );2016;212,8
Ambos sexos;01 Andalucía;C Industria manufacturera ( C );2015;192,8
Ambos sexos;01 Andalucía;C Industria manufacturera ( C );2014;191,9
Ambos sexos;01 Andalucía;C Industria manufacturera ( C );2013;187,4
Ambos sexos;01 Andalucía;C Industria manufacturera ( C );2012;198,8
Ambos sexos;01 Andalucía;C Industria manufacturera ( C );2011;214,2
Ambos sexos;01 Andalucía;C Industria manufacturera ( C );2010;228,3
Ambos sexos;01 Andalucía;C Industria manufacturera ( C );2009;244,2
Ambos sexos;01 Andalucía;C Industria manufacturera ( C );2008;286,7
Ambos sexos;01 Andalucía;F Construcción ( F );2023;220,3
Ambos sexos;01 Andalucía;F Construcción ( F );2022;219,2
Ambos sexos;01 Andalucía;F Construcción ( F );2021;216,2
Ambos sexos;01 Andalucía;F Construcción ( F );2020;197,2
Ambos sexos;01 Andalucía;F Construcción ( F );2019;206,6
Ambos sexos;01 Andalucía;F Construcción ( F );2018;193,7
Ambos sexos;01 Andalucía;F Construcción ( F );2017;163,7
Ambos sexos;01 Andalucía;F Construcción ( F );2016;161,4
Ambos sexos;01 Andalucía;F Construcción ( F );2015;150,3
Ambos sexos;01 Andalucía;F Construcción ( F );2014;135,1
Ambos sexos;01 Andalucía;F Construcción ( F );2013;134,7
Ambos sexos;01 Andalucía;F Construcción ( F );2012;157,2
Ambos sexos;01 Andalucía;F Construcción ( F );2011;209,7
Ambos sexos;01 Andalucía;F Construcción ( F );2010;245,9
Ambos sexos;01 Andalucía;F Construcción ( F );2009;280,1
Ambos sexos;01 Andalucía;F Construcción ( F );2008;418,4
Ambos sexos;01 Andalucía;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2023;1.003,6
Ambos sexos;01 Andalucía;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2022;994,9
Ambos sexos;01 Andalucía;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2021;943,9
Ambos sexos;01 Andalucía;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2020;911
Ambos sexos;01 Andalucía;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2019;983,9
Ambos sexos;01 Andalucía;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2018;940,5
Ambos sexos;01 Andalucía;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2017;927,1
Ambos sexos;01 Andalucía;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2016;888,3
Ambos sexos;01 Andalucía;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2015;881,6
Ambos sexos;01 Andalucía;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2014;830,6
Ambos sexos;01 Andalucía;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2013;822,8
Ambos sexos;01 Andalucía;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2012;832,3
Ambos sexos;01 Andalucía;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2011;858,5
Ambos sexos;01 Andalucía;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2010;847,4
Ambos sexos;01 Andalucía;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2009;883
Ambos sexos;01 Andalucía;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2008;940,5
Ambos sexos;01 Andalucía;J Información y comunicaciones ( J );2023;94,7
Ambos sexos;01 Andalucía;J Información y comunicaciones ( J );2022;89,1
Ambos sexos;01 Andalucía;J Información y comunicaciones ( J );2021;70,9
Ambos sexos;01 Andalucía;J Información y comunicaciones ( J );2020;56,9
Ambos sexos;01 Andalucía;J Información y comunicaciones ( J );2019;58,7
Ambos sexos;01 Andalucía;J Información y comunicaciones ( J );2018;61,5
Ambos sexos;01 Andalucía;J Información y comunicaciones ( J );2017;61,6
Ambos sexos;01 Andalucía;J Información y comunicaciones ( J );2016;49,3
Ambos sexos;01 Andalucía;J Información y comunicaciones ( J );2015;45,5
Ambos sexos;01 Andalucía;J Información y comunicaciones ( J );2014;42,2
Ambos sexos;01 Andalucía;J Información y comunicaciones ( J );2013;41,6
Ambos sexos;01 Andalucía;J Información y comunicaciones ( J );2012;47,1
Ambos sexos;01 Andalucía;J Información y comunicaciones ( J );2011;45,3
Ambos sexos;01 Andalucía;J Información y comunicaciones ( J );2010;51,9
Ambos sexos;01 Andalucía;J Información y comunicaciones ( J );2009;54,6
Ambos sexos;01 Andalucía;J Información y comunicaciones ( J );2008;51,9
Ambos sexos;01 Andalucía;K Actividades financieras y de seguros (  K  );2023;58,8
Ambos sexos;01 Andalucía;K Actividades financieras y de seguros (  K  );2022;54,8
Ambos sexos;01 Andalucía;K Actividades financieras y de seguros (  K  );2021;55,4
Ambos sexos;01 Andalucía;K Actividades financieras y de seguros (  K  );2020;51,6
Ambos sexos;01 Andalucía;K Actividades financieras y de seguros (  K  );2019;49
Ambos sexos;01 Andalucía;K Actividades financieras y de seguros (  K  );2018;53,9
Ambos sexos;01 Andalucía;K Actividades financieras y de seguros (  K  );2017;57
Ambos sexos;01 Andalucía;K Actividades financieras y de seguros (  K  );2016;51
Ambos sexos;01 Andalucía;K Actividades financieras y de seguros (  K  );2015;52,5
Ambos sexos;01 Andalucía;K Actividades financieras y de seguros (  K  );2014;49,2
Ambos sexos;01 Andalucía;K Actividades financieras y de seguros (  K  );2013;50,2
Ambos sexos;01 Andalucía;K Actividades financieras y de seguros (  K  );2012;59,6
Ambos sexos;01 Andalucía;K Actividades financieras y de seguros (  K  );2011;61,2
Ambos sexos;01 Andalucía;K Actividades financieras y de seguros (  K  );2010;57,2
Ambos sexos;01 Andalucía;K Actividades financieras y de seguros (  K  );2009;50,7
Ambos sexos;01 Andalucía;K Actividades financieras y de seguros (  K  );2008;56
Ambos sexos;01 Andalucía;L Actividades inmobiliarias ( L );2023;26
Ambos sexos;01 Andalucía;L Actividades inmobiliarias ( L );2022;31,7
Ambos sexos;01 Andalucía;L Actividades inmobiliarias ( L );2021;27,5
Ambos sexos;01 Andalucía;L Actividades inmobiliarias ( L );2020;24,3
Ambos sexos;01 Andalucía;L Actividades inmobiliarias ( L );2019;21,8
Ambos sexos;01 Andalucía;L Actividades inmobiliarias ( L );2018;21,8
Ambos sexos;01 Andalucía;L Actividades inmobiliarias ( L );2017;16,4
Ambos sexos;01 Andalucía;L Actividades inmobiliarias ( L );2016;15,2
Ambos sexos;01 Andalucía;L Actividades inmobiliarias ( L );2015;15,8
Ambos sexos;01 Andalucía;L Actividades inmobiliarias ( L );2014;14,2
Ambos sexos;01 Andalucía;L Actividades inmobiliarias ( L );2013;14,3
Ambos sexos;01 Andalucía;L Actividades inmobiliarias ( L );2012;13,2
Ambos sexos;01 Andalucía;L Actividades inmobiliarias ( L );2011;13,4
Ambos sexos;01 Andalucía;L Actividades inmobiliarias ( L );2010;10,5
Ambos sexos;01 Andalucía;L Actividades inmobiliarias ( L );2009;11
Ambos sexos;01 Andalucía;L Actividades inmobiliarias ( L );2008;20,3
Ambos sexos;01 Andalucía;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2023;335,3
Ambos sexos;01 Andalucía;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2022;294,6
Ambos sexos;01 Andalucía;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2021;284,6
Ambos sexos;01 Andalucía;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2020;284,7
Ambos sexos;01 Andalucía;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2019;297,5
Ambos sexos;01 Andalucía;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2018;280,9
Ambos sexos;01 Andalucía;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2017;268,2
Ambos sexos;01 Andalucía;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2016;273,5
Ambos sexos;01 Andalucía;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2015;266,7
Ambos sexos;01 Andalucía;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2014;250,2
Ambos sexos;01 Andalucía;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2013;239,3
Ambos sexos;01 Andalucía;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2012;228,4
Ambos sexos;01 Andalucía;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2011;231
Ambos sexos;01 Andalucía;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2010;242,1
Ambos sexos;01 Andalucía;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2009;243,6
Ambos sexos;01 Andalucía;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2008;247,1
Ambos sexos;01 Andalucía;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2023;857,6
Ambos sexos;01 Andalucía;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2022;806,8
Ambos sexos;01 Andalucía;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2021;779,5
Ambos sexos;01 Andalucía;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2020;721,8
Ambos sexos;01 Andalucía;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2019;728,2
Ambos sexos;01 Andalucía;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2018;724,6
Ambos sexos;01 Andalucía;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2017;700,9
Ambos sexos;01 Andalucía;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2016;689,1
Ambos sexos;01 Andalucía;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2015;686,3
Ambos sexos;01 Andalucía;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2014;645,8
Ambos sexos;01 Andalucía;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2013;638
Ambos sexos;01 Andalucía;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2012;668,2
Ambos sexos;01 Andalucía;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2011;692,4
Ambos sexos;01 Andalucía;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2010;701,6
Ambos sexos;01 Andalucía;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2009;678,1
